area,bedrooms,bathrooms,location,price
1240,3,2,Chennai,6655807
3547,2,1,Hyderabad,14359667
3834,2,2,Chennai,14734871
595,5,4,Vizag,5748130
4791,5,4,Vizag,17319639
1706,2,3,Mumbai,12387564
1166,2,3,Vizag,5539319
3469,5,3,Chennai,15296609
2211,1,1,Chennai,8024346
3858,3,2,Bengaluru,18188177
3745,4,3,Chennai,15812966
4197,1,3,Bengaluru,18421159
510,4,3,Chennai,4823166
3300,2,4,Vizag,11732004
759,5,1,Bengaluru,6680208
3345,4,3,Vizag,12730548
1453,2,3,Mumbai,11273756
3997,2,2,Chennai,14833495
3139,5,1,Hyderabad,14913564
4856,3,3,Bengaluru,23027030
2949,3,4,Vizag,11494466
3140,3,3,Bengaluru,15028556
1636,4,3,Hyderabad,9223268
3467,2,1,Bengaluru,14979307
1015,1,2,Chennai,4351145
4257,1,3,Mumbai,24998808
1989,4,2,Hyderabad,9969692
1441,5,4,Hyderabad,9796664
2327,1,4,Mumbai,15514882
3605,3,2,Bengaluru,16632735
1237,2,1,Bengaluru,6588785
2248,2,1,Bengaluru,10369291
4982,2,4,Vizag,16703280
1736,2,1,Chennai,7290783
4768,3,4,Chennai,18473693
940,2,2,Vizag,4225731
4773,5,3,Mumbai,30350630
4475,1,1,Bengaluru,18589035
3361,2,1,Vizag,11499812
652,4,4,Mumbai,8959874
2443,5,3,Bengaluru,14315431
4931,5,4,Bengaluru,23670717
3784,2,1,Mumbai,22999193
4027,2,4,Bengaluru,18485689
4049,2,3,Mumbai,25087388
3549,2,1,Bengaluru,15672161
4132,1,2,Vizag,12764731
4510,1,3,Vizag,14873228
1203,1,3,Chennai,5359564
1696,2,4,Chennai,8078241
2064,2,2,Mumbai,14257930
2671,4,3,Bengaluru,14871946
1703,1,1,Vizag,5780006
1195,1,3,Bengaluru,6482905
1413,2,3,Chennai,6954107
2315,3,2,Vizag,9144694
1689,4,1,Vizag,7563700
4279,3,2,Hyderabad,18168722
3509,4,3,Hyderabad,16469526
4090,5,1,Vizag,15338628
1473,1,2,Hyderabad,6596789
1588,1,1,Chennai,6078633
4733,3,4,Chennai,17938667
3168,3,3,Hyderabad,14241536
2510,5,1,Bengaluru,13460583
1328,3,4,Hyderabad,8100577
877,1,1,Bengaluru,4752071
2106,1,3,Bengaluru,9633675
1483,3,2,Chennai,7081411
4069,1,4,Chennai,15058906
3564,3,4,Mumbai,24528918
2441,3,4,Hyderabad,12140636
3112,3,3,Hyderabad,14081058
4170,3,3,Hyderabad,17484097
1899,1,2,Bengaluru,9130569
2972,3,2,Chennai,11718973
2735,1,3,Hyderabad,11179679
3348,4,3,Mumbai,22582661
3879,4,3,Vizag,14459859
4508,3,3,Bengaluru,20729828
1407,5,4,Hyderabad,9350029
2195,5,2,Mumbai,17613781
3853,4,1,Mumbai,23573811
1653,1,2,Vizag,5972510
3317,5,4,Bengaluru,17041022
4760,2,1,Chennai,16998984
516,3,1,Vizag,3052273
4181,3,4,Chennai,16730113
1135,5,2,Mumbai,11479492
2690,1,3,Vizag,9319496
1078,2,1,Mumbai,8056516
3732,2,4,Chennai,15018257
4986,2,3,Mumbai,30709901
1864,5,1,Chennai,9563949
2475,2,3,Mumbai,16892644
3514,3,4,Hyderabad,16652614
4485,1,3,Mumbai,26748170
1825,3,4,Hyderabad,9394194
2614,4,1,Mumbai,17416381
2333,3,2,Mumbai,16288815
1669,4,4,Chennai,9126786
640,3,1,Chennai,4032622
4358,4,3,Hyderabad,19472854
4055,5,4,Vizag,16313342
545,3,2,Vizag,3942477
2479,4,3,Vizag,10660296
4112,1,2,Vizag,13516901
1282,5,4,Bengaluru,9932279
4707,3,2,Bengaluru,20582025
4246,2,3,Vizag,13967789
2859,4,1,Mumbai,18975516
3862,4,2,Bengaluru,18019233
1413,4,2,Hyderabad,8075490
3029,2,2,Chennai,12029593
651,5,3,Vizag,5363469
4841,1,2,Vizag,15310181
3679,2,2,Chennai,14369463
2395,5,3,Chennai,11342297
4004,5,1,Hyderabad,19099192
3926,4,2,Chennai,15640025
2633,5,4,Bengaluru,15338954
2045,1,3,Hyderabad,9117962
2768,2,3,Bengaluru,13197766
1995,3,4,Vizag,8771851
2465,2,4,Hyderabad,11470511
2552,5,3,Hyderabad,13151503
2310,5,1,Hyderabad,11178903
4204,1,1,Chennai,15226627
4736,5,4,Hyderabad,21504212
1045,2,4,Mumbai,10071472
3203,3,3,Hyderabad,15296224
4506,3,1,Hyderabad,19154344
3387,3,1,Bengaluru,15570418
2503,2,3,Chennai,10344671
2793,3,2,Hyderabad,12733361
734,5,1,Mumbai,9147569
2493,2,2,Hyderabad,10838351
2357,1,2,Mumbai,14358500
3091,5,1,Vizag,12344726
4706,2,2,Hyderabad,18247224
877,3,3,Vizag,4814584
1711,2,2,Vizag,6620686
2906,3,2,Mumbai,19427848
948,4,3,Hyderabad,6981981
2398,4,3,Chennai,11427909
3940,2,3,Vizag,14374391
3303,3,3,Bengaluru,15419376
4147,4,4,Vizag,15676002
3285,4,3,Hyderabad,14440211
4868,3,3,Bengaluru,21928225
3131,3,1,Vizag,10889438
2465,4,1,Hyderabad,11687999
2788,1,3,Vizag,9679439
1716,5,3,Chennai,9449770
1364,2,4,Mumbai,11388813
4118,2,3,Chennai,15933777
2718,2,2,Hyderabad,11562465
4989,3,1,Chennai,18275871
1640,2,2,Hyderabad,7712910
3630,1,1,Hyderabad,13934802
3947,5,2,Vizag,15197297
4296,4,3,Vizag,16092011
4225,2,1,Mumbai,24844756
1191,1,3,Hyderabad,5939600
1257,5,1,Hyderabad,8079869
851,1,3,Hyderabad,4856557
4468,5,4,Vizag,17097427
2992,1,1,Mumbai,17732619
1182,1,1,Chennai,4767274
4897,5,4,Chennai,21109247
3599,5,2,Hyderabad,16493381
2079,4,3,Hyderabad,10810588
1972,2,1,Chennai,7494735
1018,1,3,Mumbai,7826526
3206,2,3,Vizag,10927819
4330,2,4,Chennai,16655635
4464,2,1,Hyderabad,17785346
1801,2,1,Bengaluru,8612656
4489,5,4,Chennai,19273209
4608,3,2,Hyderabad,19091464
4091,3,2,Vizag,14285837
2289,1,4,Vizag,8650394
2047,5,2,Chennai,10388897
4143,3,4,Hyderabad,19112164
2227,1,3,Vizag,7796168
3054,4,4,Mumbai,22309111
1957,4,1,Hyderabad,9537682
1277,5,2,Bengaluru,9087143
2716,5,2,Mumbai,20288559
3896,1,2,Mumbai,23434440
3999,3,1,Vizag,13905018
569,5,3,Bengaluru,6684799
2796,2,4,Hyderabad,12329056
1755,5,3,Hyderabad,9757135
2594,3,2,Vizag,9867664
2009,3,4,Vizag,8753851
2960,1,3,Chennai,11555039
4274,5,2,Chennai,18258113
1156,2,3,Bengaluru,6759782
4873,4,2,Vizag,17523149
3076,3,2,Chennai,12073651
1965,3,3,Bengaluru,10982067
1409,4,1,Hyderabad,7918841
3032,1,4,Hyderabad,13406563
3633,3,1,Chennai,13805554
3486,5,3,Bengaluru,18667546
3100,3,3,Chennai,12856946
1105,3,2,Bengaluru,7220867
3117,2,1,Mumbai,18296480
4979,1,2,Chennai,17067007
2115,4,2,Bengaluru,12186823
3919,2,2,Bengaluru,17753924
2904,3,2,Bengaluru,14301054
774,2,3,Vizag,4392961
1358,3,3,Chennai,7352714
2475,4,4,Mumbai,19680625
2038,2,1,Hyderabad,8984037
1810,1,1,Vizag,6182623
2294,2,2,Chennai,9387010
1875,1,1,Bengaluru,8197355
2746,2,4,Hyderabad,12641449
4839,3,1,Chennai,18250009
2261,1,1,Chennai,8453244
1105,1,3,Hyderabad,5722369
1346,1,2,Hyderabad,6023043
2554,5,1,Mumbai,18442317
3523,4,4,Mumbai,25228898
2925,3,4,Chennai,12431610
3788,4,3,Vizag,13873659
1171,2,2,Hyderabad,6071631
1455,4,2,Vizag,6883224
1547,4,4,Vizag,8277396
2768,3,2,Bengaluru,13333247
1694,5,1,Mumbai,14537453
3176,4,2,Chennai,13580767
3297,3,3,Mumbai,22055148
2755,5,4,Vizag,12105431
729,5,3,Vizag,5572549
3808,5,2,Vizag,14856187
3916,4,1,Bengaluru,19198706
4077,3,2,Mumbai,25971813
2147,5,4,Bengaluru,13262858
3141,1,4,Chennai,12331775
2294,4,2,Vizag,9185410
4386,1,4,Vizag,14496916
2119,5,2,Chennai,10309509
2090,2,1,Hyderabad,9082719
3884,5,4,Vizag,15338794
981,4,4,Vizag,6204668
3752,3,3,Vizag,13504369
3508,3,1,Chennai,14066435
2985,2,4,Chennai,12132803
2034,1,1,Hyderabad,8971386
1229,1,4,Mumbai,10092859
1855,3,3,Hyderabad,9580661
3399,4,1,Chennai,13446803
4127,1,1,Vizag,12612176
3461,2,1,Vizag,11497761
1866,1,2,Mumbai,12063620
889,4,1,Hyderabad,5972782
2811,4,3,Chennai,12432421
840,5,3,Hyderabad,7504548
4021,5,4,Mumbai,28778577
833,2,2,Chennai,4590682
4564,4,3,Vizag,16170774
3292,5,2,Mumbai,23824792
4775,1,3,Hyderabad,18751381
3813,1,2,Mumbai,22078035
1989,1,1,Chennai,7309944
2472,2,4,Hyderabad,11695587
1346,3,1,Chennai,6722001
1577,5,4,Mumbai,15317126
3822,5,2,Mumbai,25256719
2003,2,3,Vizag,8043665
586,5,1,Mumbai,8248235
3201,5,4,Chennai,14690885
1406,1,1,Bengaluru,6420158
833,1,1,Bengaluru,4168273
4119,5,1,Bengaluru,20179953
1333,1,2,Mumbai,9496250
2883,3,2,Chennai,11659112
3258,3,4,Chennai,13929191
2874,2,3,Mumbai,19708511
2673,2,1,Hyderabad,11022418
741,2,3,Mumbai,7282040
2958,5,3,Vizag,12049062
3499,1,2,Bengaluru,15112703
2043,4,1,Chennai,8832879
2738,1,1,Bengaluru,12534862
1733,4,4,Bengaluru,10584336
797,5,2,Hyderabad,6572831
4716,4,2,Vizag,16434664
1062,3,2,Chennai,5681621
2786,5,1,Chennai,12490519
2706,2,3,Mumbai,17771081
1509,4,2,Mumbai,12517754
4778,2,1,Mumbai,28359222
2470,4,3,Bengaluru,13398361
3814,3,1,Hyderabad,15950419
2421,3,1,Hyderabad,10302312
4543,5,2,Chennai,18743198
2472,3,1,Bengaluru,11696752
1019,4,4,Hyderabad,7230161
1016,3,3,Bengaluru,7276690
1236,4,3,Vizag,6665013
2288,4,3,Mumbai,17706201
3700,1,2,Mumbai,22150061
4933,5,4,Mumbai,33768143
3261,1,2,Mumbai,19563432
2924,3,2,Hyderabad,12511808
4119,5,1,Chennai,16496595
4255,3,3,Chennai,16829536
2200,4,3,Chennai,10474306
3505,5,2,Bengaluru,18038504
2848,1,2,Hyderabad,11412728
2572,2,1,Chennai,9874003
3123,1,3,Chennai,11407680
1980,3,2,Mumbai,14345336
3564,1,3,Vizag,11806403
1354,3,2,Vizag,6327025
3478,5,3,Chennai,14907501
4069,4,3,Chennai,17196640
1517,3,1,Hyderabad,7281785
4496,3,2,Bengaluru,20781745
3045,2,3,Chennai,12157744
3486,3,3,Vizag,12792570
679,4,2,Vizag,4701818
4892,5,3,Bengaluru,22453833
4590,4,1,Vizag,16584292
2657,3,3,Hyderabad,11718070
3505,4,4,Vizag,13732228
3032,3,1,Bengaluru,13791891
3064,1,1,Chennai,10774475
3051,3,4,Mumbai,21582915
2642,1,1,Hyderabad,10686605
3142,5,2,Hyderabad,15184365
2247,5,2,Hyderabad,11760742
3954,2,4,Mumbai,24915369
3038,4,1,Bengaluru,14505468
3768,5,1,Chennai,15114488
2660,3,3,Mumbai,18746768
1396,5,2,Chennai,8116435
4923,1,3,Hyderabad,19098988
4018,3,3,Vizag,13865879
3496,1,4,Bengaluru,16265321
2276,3,1,Vizag,8922040
2125,5,4,Chennai,10905358
4253,2,3,Vizag,14502471
1262,4,2,Vizag,6224025
1531,3,2,Mumbai,12396458
4689,4,1,Bengaluru,21204929
949,4,2,Hyderabad,6552818
3144,4,1,Chennai,13392045
4743,1,2,Vizag,15238951
4417,1,4,Mumbai,27147734
4579,1,1,Chennai,16042662
2318,2,4,Hyderabad,11264939
4279,5,4,Vizag,16654234
2397,3,4,Bengaluru,12606238
3150,5,3,Mumbai,23388741
3252,5,2,Chennai,13758949
3988,5,2,Bengaluru,19445392
2075,2,3,Chennai,9027288
1226,2,1,Bengaluru,6478972
4707,2,4,Vizag,16833022
4270,3,1,Hyderabad,17767313
2198,5,4,Vizag,10070872
3203,2,2,Bengaluru,14062656
3500,1,1,Bengaluru,14754972
4490,3,3,Vizag,15565227
1451,3,1,Hyderabad,7283334
4980,1,3,Bengaluru,21226769
4961,1,1,Hyderabad,19324564
1056,4,2,Chennai,6469848
3187,1,2,Mumbai,19534191
4767,2,2,Chennai,17642603
4294,5,4,Vizag,15653849
4301,2,2,Vizag,14491007
1536,5,1,Bengaluru,9419620
2483,5,1,Vizag,10111672
4482,1,2,Mumbai,26350090
2120,1,1,Mumbai,12741445
1205,2,2,Bengaluru,6602799
3402,3,4,Hyderabad,14427129
2493,4,1,Hyderabad,11848835
739,2,1,Chennai,3895448
4484,4,2,Mumbai,28456571
1276,5,2,Chennai,7911896
1982,4,1,Vizag,7999180
3750,2,2,Hyderabad,15897594
4120,2,1,Vizag,13826671
654,3,1,Hyderabad,4508452
1867,1,4,Mumbai,12523678
1344,5,3,Hyderabad,9001422
4109,1,2,Bengaluru,18139979
1977,2,4,Mumbai,15280581
3080,2,1,Chennai,11579298
4861,5,2,Bengaluru,23746111
974,2,2,Vizag,4383101
4449,2,3,Vizag,15595078
1291,2,2,Vizag,5502544
3767,1,2,Mumbai,22792432
3809,2,4,Bengaluru,17613452
1278,3,3,Bengaluru,8117383
1858,3,1,Chennai,8002387
2841,5,2,Vizag,11959894
3472,3,4,Vizag,13492497
1550,5,4,Mumbai,15855780
2113,2,1,Bengaluru,10531293
2919,4,3,Hyderabad,14304001
3184,4,3,Hyderabad,14761655
4241,2,1,Vizag,14441491
4164,2,2,Hyderabad,16551457
4081,4,3,Bengaluru,19129606
3800,5,3,Vizag,14139612
1916,5,2,Hyderabad,10610723
1075,5,4,Chennai,7457814
1796,5,4,Vizag,8971387
1553,5,3,Hyderabad,9750057
2227,1,1,Chennai,8108412
839,5,4,Hyderabad,7183962
3153,1,4,Mumbai,20329395
1264,4,3,Hyderabad,7715060
4049,1,3,Mumbai,24086015
3930,5,1,Hyderabad,17556520
2825,2,3,Vizag,10645514
2177,2,2,Bengaluru,10889800
1326,2,4,Bengaluru,8005740
4025,1,3,Hyderabad,16530382
1354,1,2,Vizag,5326671
4833,1,1,Mumbai,27416590
1354,1,2,Bengaluru,6740115
1454,1,4,Mumbai,10790864
2230,1,3,Mumbai,14842208
3368,3,4,Chennai,14251659
642,4,3,Bengaluru,6142416
1138,3,4,Hyderabad,7345481
1905,2,4,Vizag,7716654
4097,3,2,Mumbai,25333734
1697,2,3,Mumbai,12412960
3859,4,1,Bengaluru,17567798
1602,1,2,Hyderabad,6861614
4260,1,4,Vizag,14524857
4386,4,2,Bengaluru,20953192
3079,4,4,Vizag,12562337
1945,5,3,Hyderabad,10620086
1061,2,3,Mumbai,9129449
4073,2,4,Mumbai,27257561
4401,1,1,Chennai,15145006
1698,2,4,Bengaluru,9488731
2814,3,4,Mumbai,19992270
4024,4,2,Chennai,16070178
1725,1,3,Mumbai,11458900
4921,2,4,Vizag,16619913
4016,1,4,Hyderabad,16204810
4953,1,2,Chennai,17106777
2856,5,2,Mumbai,20685247
2060,3,1,Bengaluru,10250237
4068,5,1,Chennai,16450036
1825,2,2,Vizag,6839250
4003,1,3,Vizag,13407372
1861,4,1,Vizag,7659496
761,4,3,Mumbai,9501721
3516,4,3,Hyderabad,16427317
4447,3,2,Mumbai,28179735
4504,2,1,Vizag,15045598
4892,1,1,Chennai,17434925
854,1,3,Chennai,4674408
3405,5,2,Hyderabad,15993457
1741,1,3,Hyderabad,7908978
1833,2,2,Vizag,7307969
3708,1,2,Hyderabad,14665971
2367,4,3,Hyderabad,11478312
4210,3,3,Vizag,15060229
4126,5,1,Hyderabad,18696176
2332,1,3,Vizag,8960430
804,5,3,Vizag,5848491
4476,4,2,Bengaluru,21149548
3371,1,4,Mumbai,20801516
2352,2,3,Hyderabad,10809828
3019,3,3,Hyderabad,13067019
1294,2,3,Vizag,5963247
2487,3,3,Hyderabad,11800878
2626,3,1,Chennai,10754896
3350,4,1,Vizag,12870163
4032,2,2,Hyderabad,16516549
2468,1,3,Bengaluru,11292202
3769,4,2,Chennai,16230074
1437,3,4,Hyderabad,8529445
2899,3,1,Bengaluru,13247729
2938,2,2,Hyderabad,12757888
2507,5,2,Mumbai,19368930
3944,3,4,Chennai,16511425
4463,3,3,Chennai,17222940
4551,2,4,Hyderabad,18093181
946,2,4,Hyderabad,6122338
3243,5,4,Mumbai,24553879
3054,5,3,Vizag,12142065
2055,3,3,Bengaluru,11531326
4375,2,2,Mumbai,26047148
2792,3,3,Mumbai,19337974
1474,4,3,Chennai,7909317
4343,5,3,Hyderabad,19546840
2151,3,2,Chennai,9368889
2286,2,2,Bengaluru,10546699
4368,2,4,Hyderabad,18447884
3254,3,2,Hyderabad,14128089
1188,1,1,Hyderabad,5050390
1621,1,3,Mumbai,11422004
3598,4,2,Mumbai,23442421
871,5,2,Bengaluru,7465701
621,4,4,Hyderabad,6102845
3745,1,3,Bengaluru,17028880
4917,5,2,Vizag,18494100
3882,3,3,Vizag,14600688
2229,3,1,Bengaluru,10543796
1606,1,4,Hyderabad,7562272
2558,5,1,Vizag,10394735
3601,5,1,Vizag,13622199
2518,1,2,Vizag,8827714
1740,5,4,Bengaluru,11955313
3500,5,4,Vizag,14232552
2706,1,3,Mumbai,17235755
3098,4,1,Chennai,12823539
3345,2,3,Mumbai,21747632
2375,3,1,Vizag,8732305
1669,2,4,Hyderabad,9045054
1099,1,1,Chennai,4193111
3196,2,1,Vizag,11030599
4689,3,3,Hyderabad,20679195
2656,5,1,Mumbai,20137965
3300,4,3,Mumbai,22866090
2197,5,1,Bengaluru,11913990
4410,3,1,Hyderabad,17976753
3410,4,1,Vizag,12335052
3823,5,1,Mumbai,25688469
2240,1,4,Hyderabad,10051769
4826,5,3,Chennai,19509260
948,1,3,Mumbai,7398316
2304,4,3,Mumbai,17060943
1601,2,1,Vizag,6132744
2620,1,1,Chennai,9666892
1356,1,1,Vizag,4969195
1062,5,2,Bengaluru,8129471
2392,5,3,Chennai,11064979
3159,4,3,Mumbai,22361848
598,4,2,Bengaluru,5741925
668,4,4,Mumbai,9140344
3585,5,2,Chennai,15020703
1807,5,2,Hyderabad,10424332
1070,3,3,Bengaluru,7349198
759,5,1,Vizag,5026142
3942,4,1,Mumbai,25733918
3893,4,4,Chennai,16249425
4194,1,1,Vizag,13856057
4209,3,2,Chennai,15817231
515,4,4,Vizag,4768668
3236,4,4,Chennai,14708976
1759,4,1,Mumbai,13271344
2572,4,1,Hyderabad,11932736
1362,4,4,Bengaluru,9392399
4506,2,3,Mumbai,26967833
4158,4,3,Mumbai,28560259
2000,1,3,Mumbai,13481657
3732,2,1,Chennai,13706506
820,4,2,Mumbai,9205795
778,5,2,Bengaluru,6739811
4077,4,1,Vizag,14751650
3306,5,2,Hyderabad,15449734
3512,2,4,Vizag,12169721
4027,3,1,Vizag,13721071
2523,5,4,Bengaluru,14964112
3229,2,4,Vizag,11745736
3067,2,2,Bengaluru,14716955
4003,2,1,Bengaluru,17320344
1948,1,2,Chennai,7860481
2002,1,4,Bengaluru,10209745
3061,4,2,Mumbai,21304500
4623,2,1,Mumbai,26952742
4757,1,4,Vizag,16728364
1009,1,1,Bengaluru,4820392
1273,5,2,Bengaluru,9272044
1554,5,1,Bengaluru,9570351
2079,1,1,Chennai,7301856
1460,4,4,Mumbai,13847192
1597,5,2,Chennai,8510284
4707,1,4,Bengaluru,20162156
751,3,2,Hyderabad,5614674
4220,2,1,Bengaluru,18186227
1051,5,2,Hyderabad,7286178
1155,4,2,Hyderabad,7426392
2540,5,4,Chennai,12071997
3132,3,2,Mumbai,20703006
1528,4,2,Mumbai,12495130
4964,3,4,Bengaluru,23192278
646,4,1,Hyderabad,5298719
2012,3,3,Hyderabad,10070596
2419,2,3,Chennai,10501612
1538,1,4,Hyderabad,7490852
1994,2,4,Hyderabad,10123690
2830,4,1,Mumbai,20609844
992,2,2,Vizag,4315008
3996,1,1,Hyderabad,14894920
1408,2,3,Bengaluru,7951292
3900,5,4,Hyderabad,18439936
2075,3,3,Vizag,8472176
2304,3,2,Hyderabad,10818867
3845,4,4,Mumbai,26734067
4257,3,1,Mumbai,26104558
4507,4,2,Vizag,16218545
1367,1,1,Hyderabad,5732086
4835,4,1,Hyderabad,19986893
1493,5,3,Bengaluru,10288804
2586,2,1,Mumbai,16223431
983,2,4,Vizag,4806085
2015,3,1,Hyderabad,9449500
504,1,3,Vizag,2863441
1470,1,2,Chennai,6044869
1151,2,2,Bengaluru,6210569
1636,4,1,Mumbai,12915092
1553,1,4,Vizag,6439206
1827,5,1,Bengaluru,10940968
3647,5,3,Mumbai,25560955
3817,5,1,Bengaluru,19189024
2087,3,1,Mumbai,14382874
2423,3,4,Mumbai,17353348
4013,4,4,Hyderabad,18990756
2874,2,4,Mumbai,19976343
3340,2,1,Vizag,11724186
1090,4,2,Bengaluru,7508177
2043,1,3,Vizag,7463158
3503,3,4,Hyderabad,15552743
502,2,3,Vizag,3320337
1594,4,1,Hyderabad,8464062
3924,3,1,Hyderabad,16587902
2569,5,4,Hyderabad,13878288
4549,2,3,Vizag,14946879
3217,4,2,Bengaluru,15992619
4596,1,2,Chennai,16329858
593,2,4,Chennai,4209215
3902,2,2,Bengaluru,17550922
1911,4,3,Vizag,8291250
3717,2,3,Hyderabad,15860089
1629,2,1,Hyderabad,7483646
907,1,2,Hyderabad,4553645
2296,2,4,Chennai,10002156
1338,1,1,Mumbai,8682060
1358,1,3,Chennai,5985116
1676,5,4,Mumbai,15167312
818,1,1,Bengaluru,4409740
3881,3,3,Mumbai,25258010
3959,5,1,Bengaluru,18915963
1742,5,2,Bengaluru,10519769
4510,3,4,Vizag,15771591
4159,4,3,Mumbai,28289954
3894,5,1,Mumbai,25778314
4632,4,4,Chennai,18014640
1744,3,1,Chennai,7610003
2977,5,1,Bengaluru,15373256
3981,3,1,Mumbai,24460957
1099,5,2,Mumbai,11821097
2163,5,3,Chennai,10448200
1096,1,2,Chennai,4548587
2249,2,2,Bengaluru,10947828
958,3,1,Chennai,5168372
3287,4,3,Vizag,12357501
3221,2,2,Mumbai,20623306
1713,5,1,Bengaluru,10776907
2220,1,4,Bengaluru,10709399
2879,4,2,Vizag,11323416
1337,3,3,Bengaluru,8226766
4733,2,1,Bengaluru,20240453
3196,4,3,Chennai,13535929
2999,2,4,Chennai,12404339
4924,1,3,Bengaluru,20942102
1964,4,4,Vizag,9164308
1240,4,4,Mumbai,12618880
2106,3,2,Chennai,9109756
748,5,2,Bengaluru,7152761
604,5,1,Vizag,4730021
873,2,3,Bengaluru,5824840
2112,4,2,Bengaluru,11363857
4164,2,2,Vizag,13582641
3379,3,2,Hyderabad,14620754
1876,5,3,Mumbai,16068288
3782,5,4,Bengaluru,20269658
2553,2,1,Mumbai,16209494
1639,2,2,Mumbai,11488327
3797,4,3,Chennai,16040790
3013,1,3,Chennai,11746923
3735,5,2,Vizag,14226817
2566,2,4,Mumbai,18273378
2522,1,4,Hyderabad,10781886
4728,4,3,Hyderabad,19824201
1893,3,4,Vizag,8366451
2494,2,2,Mumbai,16176525
2685,4,3,Chennai,12376318
2055,2,3,Bengaluru,10586959
1164,5,4,Hyderabad,8572264
1369,2,2,Vizag,5884724
738,5,2,Bengaluru,6591432
1818,4,3,Vizag,7977885
3818,1,1,Vizag,12070655
3207,2,1,Chennai,11558714
791,5,3,Vizag,5765802
3216,1,2,Hyderabad,12509586
2173,3,4,Chennai,9883717
3298,1,3,Mumbai,20636777
4468,5,1,Chennai,17515970
4224,2,2,Hyderabad,17488716
4196,2,4,Mumbai,27143809
567,5,2,Hyderabad,5589893
4730,5,4,Hyderabad,20678689
2042,3,3,Chennai,9268401
2839,2,2,Mumbai,18508629
2930,4,2,Vizag,11541090
3358,5,1,Chennai,14168747
3604,5,4,Vizag,14478540
1526,4,4,Mumbai,14102531
1049,3,1,Vizag,4874899
3191,4,3,Hyderabad,16165878
4567,5,1,Chennai,18182677
1018,5,4,Bengaluru,8813079
2440,5,4,Bengaluru,14525334
4242,3,4,Vizag,15200993
3252,4,2,Chennai,13850677
2457,1,1,Bengaluru,10670527
4379,1,1,Bengaluru,17785115
1950,3,2,Chennai,8754588
2025,2,3,Vizag,7739484
1686,4,2,Mumbai,13296568
634,5,3,Chennai,5745814
2465,2,1,Chennai,9413948
2992,3,4,Bengaluru,14872036
648,2,3,Chennai,4388451
1482,5,3,Hyderabad,9256433
1252,2,1,Hyderabad,6174780
4960,5,2,Mumbai,33708572
1964,2,4,Chennai,8697433
3763,3,1,Vizag,13097519
4788,1,3,Hyderabad,19080038
2728,1,4,Chennai,10356699
1181,3,2,Hyderabad,6630146
531,3,4,Mumbai,7598738
3052,3,4,Mumbai,21985939
1692,2,2,Mumbai,12193320
2109,2,1,Mumbai,14342890
3447,4,2,Chennai,14302742
3376,3,1,Vizag,12721515
1405,5,1,Hyderabad,8112072
1938,3,2,Vizag,8022389
2966,5,1,Hyderabad,13699087
1215,5,1,Chennai,7274762
814,2,3,Mumbai,7541186
3331,3,4,Bengaluru,15875880
3307,4,2,Bengaluru,15678234
2266,3,4,Vizag,9850895
939,1,1,Mumbai,6565163
1320,3,2,Chennai,6711321
3658,2,1,Vizag,12529507
771,2,3,Mumbai,7713371
959,3,4,Bengaluru,7685919
4544,5,1,Bengaluru,21649977
2638,4,4,Vizag,11341351
4670,4,2,Vizag,16587898
635,3,3,Bengaluru,5667199
1047,2,3,Bengaluru,6414124
1309,5,2,Hyderabad,8438561
3630,4,2,Hyderabad,17085903
1903,4,3,Hyderabad,10548367
4490,3,1,Vizag,15778001
1500,3,3,Mumbai,12482229
3447,2,3,Hyderabad,14964646
4598,4,3,Chennai,18058038
2113,1,3,Hyderabad,9449769
1418,5,2,Vizag,7138109
4561,5,1,Mumbai,30676792
524,2,2,Mumbai,5684984
1730,2,3,Hyderabad,8434141
3903,1,2,Bengaluru,16163418
4424,3,1,Mumbai,26790566
4642,4,2,Chennai,18215428
1517,3,3,Hyderabad,8448920
572,3,3,Mumbai,7393546
861,2,4,Chennai,5245268
4840,3,2,Mumbai,30084871
553,1,1,Chennai,2854300
3568,3,3,Vizag,12947816
3398,5,4,Vizag,13881479
682,4,2,Vizag,4767203
3192,2,2,Bengaluru,14793422
3518,4,3,Hyderabad,15364796
2992,5,3,Bengaluru,15976296
4916,2,2,Hyderabad,20384536
2504,1,4,Chennai,10058371
3281,1,1,Bengaluru,13623743
2879,3,2,Bengaluru,14020231
4793,2,2,Vizag,16483753
1022,2,4,Chennai,5800598
3861,2,1,Vizag,12670398
4127,2,3,Hyderabad,17406936
3891,1,3,Hyderabad,16234048
4921,5,4,Bengaluru,23624612
3813,1,4,Mumbai,22401893
2557,3,3,Hyderabad,11842303
1767,4,2,Vizag,7883052
1811,1,2,Chennai,7291903
2436,5,2,Bengaluru,13093525
4286,2,2,Bengaluru,19232402
1739,2,1,Vizag,6618058
1715,5,4,Hyderabad,10981126
1750,5,3,Chennai,9605842
4210,3,1,Mumbai,25454452
3376,2,1,Hyderabad,13591272
3705,1,2,Hyderabad,14747667
1446,3,4,Hyderabad,8736644
2108,2,3,Vizag,8487631
4513,2,3,Bengaluru,20929148
1682,5,3,Mumbai,15442750
2054,4,1,Bengaluru,11420184
2243,2,3,Chennai,9271528
2929,1,4,Mumbai,19102102
3858,3,3,Hyderabad,16763450
1354,2,2,Vizag,5853106
746,2,4,Hyderabad,5493898
3858,5,1,Chennai,15140144
4444,2,2,Chennai,16585177
